Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Region,IncomeGroup
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86831939212,7.23496401714,10.0265075233,10.6347325993,29.620164768,29.8476084366,25.2581519748,24.4304808409,22.996440678,22.1866145457,21.6418895366,21.5006612286,19.6215339841,19.6525886477,25.5476787955,25.3824897195,24.9755145008,24.9090656084,24.5105426262,24.9645309954,24.7667063374,25.6137149519,24.7501332123,24.8767058452,24.1827022451,23.9224121017,Latin America & Caribbean,High income: nonOECD
Andorra,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37449494159,6.61635376647,7.14569660311,7.57644628099,8.00143389286,8.01818070613,7.73765678029,7.48409481181,7.15914044636,7.20882852292,7.08812774707,6.55347654516,6.3508683051,6.29612455616,6.04917284788,6.12477049006,5.96868546996,Europe & Central Asia,High income: nonOECD
Afghanistan,AFG,0.0460678750473,0.0536149425883,0.0737813379864,0.0742513682185,0.0863165425401,0.101498607297,0.107673969865,0.123782381421,0.115547383486,0.0868628168461,0.150358548262,0.166114845751,0.130820142126,0.136339953524,0.155725122534,0.169027082194,0.154895026334,0.183118307595,0.163346970898,0.168673487924,0.13323027092,0.152639744038,0.165879121664,0.205462699002,0.237642948463,0.301734199172,0.274729697632,0.275560305001,0.252079156326,0.239131208214,0.221826763798,0.194971231586,0.103775745455,0.0927611026464,0.0831835378108,0.0756464650933,0.0685918498095,0.0618143486822,0.0570508678939,0.043722588324,0.0396443700468,0.0314347557566,0.0416412114462,0.046107612405,0.0407273663449,0.0548548300185,0.0658159680411,0.0881410538805,0.158961557957,0.249073529592,0.30293638839,0.42526210494,South Asia,Low income
Angola,AGO,0.104357101064,0.0847184061519,0.216025342555,0.206877060797,0.216174132733,0.206088958851,0.26516414579,0.166658588848,0.275655471214,0.451125604452,0.568588577408,0.529744961084,0.684120293634,0.723055043432,0.703873436198,0.621198891174,0.450116911989,0.471248793546,0.70135992108,0.692097154214,0.651061684496,0.621382804088,0.527930762732,0.560374447276,0.530351031105,0.482400531379,0.464973712302,0.565431153429,0.48650352815,0.462907836916,0.398075822237,0.380694834361,0.372921412332,0.47369113823,0.307601077536,0.844305987748,0.781484777479,0.534831299647,0.515117027343,0.627072295592,0.633625298649,0.625351712299,0.786223278205,0.543083666764,1.08660489723,1.06941718451,1.20087714742,1.31109648311,1.3694247694,1.4308733733,1.40165416947,1.35400752957,Sub-Saharan Africa,Upper middle income
Albania,ALB,1.2581949279,1.37418604651,1.43995596379,1.18168114416,1.11174195967,1.16609904273,1.33305546459,1.36374630011,1.51955127698,1.5589675721,1.75323990543,1.98949792331,2.51591439803,2.30389741687,1.84900669071,1.91063363704,2.01358456246,2.27587639136,2.53062504043,2.89820851758,1.93505831032,2.6930239144,2.62485678513,2.68323991899,2.69429137362,2.65801538201,2.66535622065,2.41406081518,2.33159853052,2.78324307461,2.27838682725,1.2156768571,0.735198129742,0.726062788962,0.601346952926,0.654537133005,0.636625312931,0.490365059536,0.560271437384,0.960164411869,0.978174680895,1.05330417594,1.22954070947,1.41269719596,1.37621273504,1.41249821102,1.291547969,1.50753581545,1.58011328281,1.53317809381,1.51563205346,1.60703771026,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,0.118785902475,0.108936970837,0.16335531005,0.175712369026,0.132650846477,0.146369696244,0.159358567642,5.33673689174,6.7082164134,99.84043878,64.7628889625,76.9888755633,72.3738833397,80.0120447309,69.3158969616,58.4839788053,63.7427976163,53.6569311156,54.163321223,39.4775612718,36.2953257756,33.7176354029,31.82772295,29.0115569974,36.2381326556,36.9705161233,33.0185544281,31.3978173669,29.9693971884,31.8249004011,28.7111602919,29.7988432931,28.7945591264,31.0077909151,32.672832857,30.0575816784,16.6385567117,16.047240311,29.8106307407,27.1739536396,36.9041010738,31.5160990284,24.9565514458,29.4670889002,28.4814369917,25.9145872267,23.9545191641,23.1950669706,23.0336004679,21.102295617,20.1209572825,20.4338376196,Middle East & North Africa,High income: nonOECD
Argentina,ARG,2.36747303165,2.44261566522,2.5223921045,2.31635579665,2.53837965018,2.64171446273,2.79265392284,2.85816254619,2.96985521816,3.27585030106,3.45115922196,3.65007816898,3.63785836634,3.7307911178,3.72669911156,3.64182249762,3.76877393125,3.74987111478,3.76275023057,3.99873369712,3.86885292972,3.57496761244,3.56708654335,3.5720419726,3.56014217751,3.31032728822,3.37724521848,3.66916872512,3.82044580816,3.62920212863,3.44071080308,3.52538368472,3.60858224101,3.4771604758,3.56936567777,3.50187484901,3.64819035789,3.75838702192,3.79878183008,3.96987586299,3.80697572496,3.53953268795,3.25331267076,3.47503504029,4.03240701269,4.11163482405,4.40452504187,4.49683365506,4.7441784009,4.42796011269,4.34227205162,4.56204851226,Latin America & Caribbean,High income: nonOECD
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17467416264,0.859706564999,0.901718661995,1.08308924156,0.821584565572,1.04482523875,1.0943427441,0.9885119367,1.12652945387,1.15760794971,0.998805808124,1.12917350037,1.20456698024,1.44373095511,1.45963690821,1.69475525891,1.86861102867,1.46996097243,1.42299837759,1.67165692268,Europe & Central Asia,Lower middle income
Antigua and Barbuda,ATG,0.67061685046,0.860440770355,1.82337376356,1.47017501046,1.56709401709,2.52035941193,5.72799171298,9.10806103029,15.6719323794,19.559006018,7.0682127614,6.41219210709,5.56556803809,4.85538162773,6.24920253441,10.2194995163,5.78043048351,6.6318585079,6.96910988824,5.76923731096,2.03429538698,1.52463082437,4.25467730239,1.24107537008,2.19373943736,3.79283280604,3.85970126151,4.33219393863,4.57363522978,4.61577936644,4.85726747004,4.64162340576,4.56684112621,4.69200530308,4.68362133734,4.72129804386,4.59386433198,4.67056152398,4.49690052017,4.5812785208,4.43923861529,4.36481284506,4.53621142072,4.8044843271,4.98099561908,4.97431114879,5.09628955156,5.56152469875,5.62831868776,5.90629200463,6.01126867126,5.82380433796,Latin America & Caribbean,High income: nonOECD
Australia,AUS,8.58293664259,8.6415690165,8.83568804692,9.22643990868,9.75907343064,10.6223213909,10.3280924384,10.9556247987,11.2101677076,11.6005543505,11.8028905413,11.8091175698,11.951631555,12.779686846,12.5596687313,12.6598998057,12.4167917765,13.2318961387,14.0698586154,14.1290919802,15.0249160087,15.4325008374,15.4249318092,14.6400841304,15.2209752959,15.3084102043,14.9805731534,15.7469578022,15.7961677817,16.5198629151,15.461262108,15.1339067346,15.3225893684,15.7060181695,15.5813099412,15.6009828464,16.5060058981,16.5166496193,16.9400074288,17.192235232,17.2025244087,16.7350674806,17.3723177992,16.9061981664,17.0303413258,17.1743862651,17.2938738229,17.467002247,17.704079683,17.6318330514,16.7109043539,16.5192099167,East Asia & Pacific,High income: OECD
Austria,AUT,4.37331882803,4.49636164096,4.7553616731,5.15519374744,5.39100398807,5.25219653333,5.36172468262,5.41773672705,5.7111101042,6.00632517835,6.78880730716,6.95365191197,7.44851681444,7.93086698528,7.56269727826,7.17684485472,7.72125001239,7.42806328393,7.60137180397,8.15884640221,6.92847899968,7.4161606139,7.11212494092,6.87437327342,7.21427866725,7.23076635314,7.14430485162,7.62341981463,7.03203069826,7.10244899743,7.51802223279,7.94835194976,7.22997792674,7.22719192758,7.19434741268,7.52705240053,7.94399785803,7.86965077112,7.98789989305,7.74709521286,7.76235919419,8.18000289221,8.28731890061,8.87466211278,8.8440043681,9.02774620134,8.73350663065,8.40509279323,8.26204603115,7.60885129342,8.12769286286,7.76998342279,Europe & Central Asia,High income: OECD
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81336263885,6.58641147432,5.61706976438,4.35650097593,4.05906621152,3.80302274105,4.00297560976,3.57983539507,3.6662710285,3.54710548378,3.62394434621,3.7181699275,3.86322963944,4.09180192687,4.61629986269,3.55534009998,4.0513834813,3.56566821757,3.38822587906,3.64737914694,Europe & Central Asia,Upper middle income
Burundi,BDI,,,0.0152025731471,0.016154716031,0.0158272511859,0.011909579433,0.0151150377044,0.0147354429891,0.0165811808646,0.0216154147911,0.0180320978805,0.0209089252944,0.0206746754958,0.0204691550431,0.0252976597009,0.020942939485,0.0235020412872,0.025881430951,0.0262071239802,0.0273729779118,0.0355454830968,0.0371917834229,0.0361726512816,0.0457699382585,0.0475758316851,0.0483888805339,0.0490277486013,0.0524002653574,0.0485771378038,0.0551279454026,0.0522630733844,0.0585759456363,0.0522512561638,0.054214014483,0.0544008427723,0.0517221427049,0.0503723504618,0.047405324001,0.0450496934852,0.0431821637038,0.042809202738,0.029561001451,0.0297050888013,0.0218002044259,0.0258454714432,0.0194113770326,0.0227568029963,0.0219643298822,0.0216151021419,0.0208676368652,0.0205420776426,0.0213499260634,Sub-Saharan Africa,Low income
